GLOBALSTAR M078         
время time_t(utc);азимут;угол места;высота(км);широта(град.);долгота(град.)
1387522864;311,627;-54,8087;1415,2;-5,16067;252,005
1387522866;311,603;-54,7529;1415,18;-5,07751;252,062
1387522868;311,58;-54,6971;1415,17;-4,99435;252,119
1387522870;311,556;-54,6413;1415,15;-4,91117;252,176
1387522872;311,533;-54,5855;1415,13;-4,82799;252,233
1387522874;311,51;-54,5297;1415,12;-4,74481;252,289
1387522876;311,487;-54,4738;1415,1;-4,66161;252,346
1387522878;311,463;-54,418;1415,09;-4,57841;252,403
1387522880;311,44;-54,3621;1415,07;-4,49521;252,46
1387522882;311,417;-54,3063;1415,06;-4,412;252,517
1387522884;311,394;-54,2504;1415,04;-4,32878;252,573
1387522886;311,371;-54,1945;1415,03;-4,24555;252,63
1387522888;311,348;-54,1386;1415,01;-4,16232;252,687
1387522890;311,325;-54,0827;1415;-4,07909;252,743
1387522892;311,302;-54,0268;1414,98;-3,99585;252,8
1387522894;311,279;-53,9709;1414,97;-3,9126;252,857
1387522896;311,256;-53,915;1414,95;-3,82935;252,913
1387522898;311,234;-53,859;1414,94;-3,74609;252,97
1387522900;311,211;-53,8031;1414,92;-3,66282;253,027
1387522902;311,188;-53,7471;1414,91;-3,57956;253,083
1387522904;311,166;-53,6912;1414,89;-3,49628;253,14
1387522906;311,143;-53,6352;1414,88;-3,413;253,197
1387522908;311,12;-53,5792;1414,86;-3,32972;253,253
1387522910;311,098;-53,5232;1414,85;-3,24643;253,31
1387522912;311,075;-53,4672;1414,84;-3,16314;253,366
1387522914;311,053;-53,4112;1414,82;-3,07984;253,423
1387522916;311,03;-53,3552;1414,81;-2,99654;253,48
1387522918;311,008;-53,2991;1414,79;-2,91324;253,536
1387522920;310,986;-53,2431;1414,78;-2,82993;253,593
1387522922;310,963;-53,187;1414,77;-2,74661;253,649
1387522924;310,941;-53,1309;1414,75;-2,6633;253,706
1387522926;310,919;-53,0749;1414,74;-2,57998;253,762
1387522928;310,896;-53,0188;1414,72;-2,49665;253,819
1387522930;310,874;-52,9627;1414,71;-2,41332;253,875
1387522932;310,852;-52,9066;1414,7;-2,32999;253,932
1387522934;310,83;-52,8505;1414,68;-2,24666;253,988
1387522936;310,808;-52,7943;1414,67;-2,16332;254,045
1387522938;310,786;-52,7382;1414,66;-2,07998;254,101
1387522940;310,764;-52,6821;1414,64;-1,99663;254,158
1387522942;310,742;-52,6259;1414,63;-1,91328;254,214
1387522944;310,72;-52,5697;1414,62;-1,82993;254,271
1387522946;310,698;-52,5136;1414,61;-1,74658;254,327
1387522948;310,676;-52,4574;1414,59;-1,66323;254,383
1387522950;310,654;-52,4012;1414,58;-1,57987;254,44
1387522952;310,632;-52,345;1414,57;-1,49651;254,496
1387522954;310,61;-52,2888;1414,55;-1,41314;254,553
1387522956;310,589;-52,2326;1414,54;-1,32978;254,609
1387522958;310,567;-52,1763;1414,53;-1,24641;254,666
1387522960;310,545;-52,1201;1414,52;-1,16304;254,722
1387522962;310,524;-52,0638;1414,51;-1,07967;254,778
1387522964;310,502;-52,0076;1414,49;-0,996303;254,835
1387522966;310,48;-51,9513;1414,48;-0,912928;254,891
1387522968;310,459;-51,895;1414,47;-0,829554;254,948
1387522970;310,437;-51,8387;1414,46;-0,746178;255,004
1387522972;310,416;-51,7824;1414,44;-0,662799;255,06
1387522974;310,394;-51,7261;1414,43;-0,579421;255,117
1387522976;310,373;-51,6698;1414,42;-0,496041;255,173
1387522978;310,351;-51,6134;1414,41;-0,412661;255,23
1387522980;310,33;-51,5571;1414,4;-0,329278;255,286
1387522982;310,308;-51,5007;1414,39;-0,245897;255,342
1387522984;310,287;-51,4444;1414,37;-0,162515;255,399
1387522986;310,266;-51,388;1414,36;-0,0791318;255,455
1387522988;310,244;-51,3316;1414,35;0,00425287;255,511
1387522990;310,223;-51,2752;1414,34;0,0876361;255,568
1387522992;310,202;-51,2188;1414,33;0,17102;255,624
1387522994;310,181;-51,1624;1414,32;0,254403;255,681
1387522996;310,16;-51,106;1414,31;0,337788;255,737
1387522998;310,138;-51,0496;1414,3;0,421171;255,793
1387523000;310,117;-50,9931;1414,29;0,504554;255,85
1387523002;310,096;-50,9367;1414,27;0,587938;255,906
1387523004;310,075;-50,8802;1414,26;0,67132;255,963
1387523006;310,054;-50,8237;1414,25;0,754701;256,019
1387523008;310,033;-50,7672;1414,24;0,838082;256,075
1387523010;310,012;-50,7107;1414,23;0,921463;256,132
1387523012;309,991;-50,6542;1414,22;1,00484;256,188
1387523014;309,97;-50,5977;1414,21;1,08822;256,245
1387523016;309,949;-50,5412;1414,2;1,1716;256,301
1387523018;309,928;-50,4847;1414,19;1,25497;256,357
1387523020;309,907;-50,4281;1414,18;1,33835;256,414
1387523022;309,887;-50,3716;1414,17;1,42172;256,47
1387523024;309,866;-50,315;1414,16;1,50509;256,527
1387523026;309,845;-50,2584;1414,15;1,58846;256,583
1387523028;309,824;-50,2018;1414,14;1,67182;256,64
1387523030;309,803;-50,1452;1414,13;1,75519;256,696
1387523032;309,783;-50,0886;1414,12;1,83855;256,752
1387523034;309,762;-50,032;1414,11;1,92191;256,809
1387523036;309,741;-49,9754;1414,1;2,00527;256,865
1387523038;309,721;-49,9188;1414,09;2,08863;256,922
1387523040;309,7;-49,8621;1414,09;2,17198;256,978
1387523042;309,679;-49,8054;1414,08;2,25533;257,035
1387523044;309,659;-49,7488;1414,07;2,33868;257,091
1387523046;309,638;-49,6921;1414,06;2,42203;257,148
1387523048;309,618;-49,6354;1414,05;2,50537;257,204
1387523050;309,597;-49,5787;1414,04;2,58871;257,261
1387523052;309,577;-49,522;1414,03;2,67204;257,317
1387523054;309,556;-49,4653;1414,02;2,75538;257,374
1387523056;309,536;-49,4085;1414,01;2,83871;257,43
1387523058;309,515;-49,3518;1414,01;2,92203;257,487
1387523060;309,495;-49,2951;1414;3,00535;257,544
1387523062;309,474;-49,2383;1413,99;3,08867;257,6
1387523064;309,454;-49,1815;1413,98;3,17199;257,657
1387523066;309,434;-49,1247;1413,97;3,2553;257,713
1387523068;309,413;-49,0679;1413,96;3,3386;257,77
1387523070;309,393;-49,0111;1413,96;3,42191;257,827
1387523072;309,373;-48,9543;1413,95;3,50521;257,883
1387523074;309,352;-48,8975;1413,94;3,5885;257,94
1387523076;309,332;-48,8407;1413,93;3,67179;257,997
1387523078;309,312;-48,7838;1413,92;3,75507;258,053
1387523080;309,292;-48,7269;1413,92;3,83835;258,11
1387523082;309,271;-48,6701;1413,91;3,92163;258,167
1387523084;309,251;-48,6132;1413,9;4,0049;258,223
1387523086;309,231;-48,5563;1413,89;4,08816;258,28
1387523088;309,211;-48,4994;1413,89;4,17142;258,337
1387523090;309,191;-48,4425;1413,88;4,25467;258,393
1387523092;309,171;-48,3856;1413,87;4,33792;258,45
1387523094;309,151;-48,3286;1413,86;4,42117;258,507
1387523096;309,13;-48,2717;1413,86;4,5044;258,564
1387523098;309,11;-48,2147;1413,85;4,58764;258,621
1387523100;309,09;-48,1578;1413,84;4,67086;258,677
1387523102;309,07;-48,1008;1413,84;4,75408;258,734
1387523104;309,05;-48,0438;1413,83;4,83729;258,791
1387523106;309,03;-47,9868;1413,82;4,9205;258,848
1387523108;309,01;-47,9298;1413,82;5,0037;258,905
1387523110;308,99;-47,8728;1413,81;5,0869;258,962
1387523112;308,97;-47,8158;1413,8;5,17008;259,019
1387523114;308,95;-47,7587;1413,8;5,25327;259,076
1387523116;308,931;-47,7017;1413,79;5,33644;259,132
1387523118;308,911;-47,6446;1413,78;5,41961;259,189
1387523120;308,891;-47,5875;1413,78;5,50277;259,246
1387523122;308,871;-47,5304;1413,77;5,58592;259,303
1387523124;308,851;-47,4733;1413,77;5,66907;259,36
1387523126;308,831;-47,4162;1413,76;5,7522;259,417
1387523128;308,811;-47,3591;1413,75;5,83534;259,475
1387523130;308,791;-47,302;1413,75;5,91846;259,532
1387523132;308,772;-47,2449;1413,74;6,00157;259,589
1387523134;308,752;-47,1877;1413,74;6,08468;259,646
1387523136;308,732;-47,1305;1413,73;6,16778;259,703
1387523138;308,712;-47,0734;1413,73;6,25087;259,76
1387523140;308,692;-47,0162;1413,72;6,33396;259,817
1387523142;308,673;-46,959;1413,72;6,41703;259,875
1387523144;308,653;-46,9018;1413,71;6,5001;259,932
1387523146;308,633;-46,8446;1413,71;6,58316;259,989
1387523148;308,614;-46,7873;1413,7;6,66621;260,046
1387523150;308,594;-46,7301;1413,7;6,74925;260,104
1387523152;308,574;-46,6728;1413,69;6,83228;260,161
1387523154;308,555;-46,6156;1413,69;6,91531;260,218
1387523156;308,535;-46,5583;1413,68;6,99832;260,276
1387523158;308,515;-46,501;1413,68;7,08133;260,333
1387523160;308,496;-46,4437;1413,67;7,16432;260,39
1387523162;308,476;-46,3864;1413,67;7,24731;260,448
1387523164;308,456;-46,3291;1413,66;7,33028;260,505
1387523166;308,437;-46,2717;1413,66;7,41325;260,563
1387523168;308,417;-46,2144;1413,65;7,49621;260,62
1387523170;308,398;-46,157;1413,65;7,57915;260,678
1387523172;308,378;-46,0997;1413,65;7,66209;260,735
1387523174;308,358;-46,0423;1413,64;7,74502;260,793
1387523176;308,339;-45,9849;1413,64;7,82793;260,85
1387523178;308,319;-45,9275;1413,63;7,91084;260,908
1387523180;308,3;-45,8701;1413,63;7,99374;260,966
1387523182;308,28;-45,8127;1413,63;8,07662;261,023
1387523184;308,261;-45,7552;1413,62;8,15949;261,081
1387523186;308,241;-45,6978;1413,62;8,24236;261,139
1387523188;308,222;-45,6403;1413,62;8,32521;261,197
1387523190;308,202;-45,5829;1413,61;8,40805;261,254
1387523192;308,183;-45,5254;1413,61;8,49088;261,312
1387523194;308,163;-45,4679;1413,61;8,5737;261,37
1387523196;308,144;-45,4104;1413,6;8,65651;261,428
1387523198;308,124;-45,3529;1413,6;8,7393;261,486
1387523200;308,105;-45,2953;1413,6;8,82209;261,544
1387523202;308,085;-45,2378;1413,59;8,90486;261,602
1387523204;308,066;-45,1802;1413,59;8,98762;261,66
1387523206;308,047;-45,1227;1413,59;9,07037;261,718
1387523208;308,027;-45,0651;1413,58;9,1531;261,776
1387523210;308,008;-45,0075;1413,58;9,23583;261,834
1387523212;307,988;-44,9499;1413,58;9,31854;261,892
1387523214;307,969;-44,8923;1413,58;9,40124;261,95
1387523216;307,95;-44,8346;1413,57;9,48392;262,008
1387523218;307,93;-44,777;1413,57;9,5666;262,067
1387523220;307,911;-44,7194;1413,57;9,64926;262,125
1387523222;307,891;-44,6617;1413,57;9,7319;262,183
1387523224;307,872;-44,604;1413,56;9,81454;262,241
1387523226;307,853;-44,5463;1413,56;9,89716;262,3
1387523228;307,833;-44,4886;1413,56;9,97977;262,358
1387523230;307,814;-44,4309;1413,56;10,0624;262,417
1387523232;307,795;-44,3732;1413,56;10,1449;262,475
1387523234;307,775;-44,3155;1413,56;10,2275;262,533
1387523236;307,756;-44,2577;1413,55;10,3101;262,592
1387523238;307,737;-44,2;1413,55;10,3926;262,651
1387523240;307,717;-44,1422;1413,55;10,4751;262,709
1387523242;307,698;-44,0844;1413,55;10,5576;262,768
1387523244;307,679;-44,0266;1413,55;10,6401;262,826
1387523246;307,659;-43,9688;1413,55;10,7226;262,885
1387523248;307,64;-43,911;1413,54;10,8051;262,944
1387523250;307,621;-43,8531;1413,54;10,8875;263,003
1387523252;307,602;-43,7953;1413,54;10,97;263,061
1387523254;307,582;-43,7374;1413,54;11,0524;263,12
1387523256;307,563;-43,6796;1413,54;11,1348;263,179
1387523258;307,544;-43,6217;1413,54;11,2172;263,238
1387523260;307,524;-43,5638;1413,54;11,2996;263,297
1387523262;307,505;-43,5059;1413,54;11,3819;263,356
1387523264;307,486;-43,4479;1413,54;11,4643;263,415
1387523266;307,467;-43,39;1413,54;11,5466;263,474
1387523268;307,447;-43,3321;1413,54;11,6289;263,533
1387523270;307,428;-43,2741;1413,54;11,7112;263,592
1387523272;307,409;-43,2161;1413,54;11,7935;263,651
1387523274;307,389;-43,1581;1413,53;11,8758;263,711
1387523276;307,37;-43,1001;1413,53;11,958;263,77
1387523278;307,351;-43,0421;1413,53;12,0402;263,829
1387523280;307,332;-42,9841;1413,53;12,1224;263,889
1387523282;307,312;-42,9261;1413,53;12,2046;263,948
1387523284;307,293;-42,868;1413,53;12,2868;264,007
1387523286;307,274;-42,8099;1413,53;12,369;264,067
1387523288;307,255;-42,7519;1413,53;12,4511;264,126
1387523290;307,235;-42,6938;1413,54;12,5333;264,186
1387523292;307,216;-42,6357;1413,54;12,6154;264,246
1387523294;307,197;-42,5776;1413,54;12,6975;264,305
1387523296;307,178;-42,5194;1413,54;12,7796;264,365
1387523298;307,158;-42,4613;1413,54;12,8616;264,425
1387523300;307,139;-42,4031;1413,54;12,9437;264,484
1387523302;307,12;-42,345;1413,54;13,0257;264,544
1387523304;307,101;-42,2868;1413,54;13,1077;264,604
1387523306;307,081;-42,2286;1413,54;13,1897;264,664
1387523308;307,062;-42,1704;1413,54;13,2716;264,724
1387523310;307,043;-42,1121;1413,54;13,3536;264,784
1387523312;307,024;-42,0539;1413,54;13,4355;264,844
1387523314;307,004;-41,9957;1413,54;13,5174;264,904
1387523316;306,985;-41,9374;1413,54;13,5993;264,964
1387523318;306,966;-41,8791;1413,55;13,6812;265,025
1387523320;306,947;-41,8208;1413,55;13,7631;265,085
1387523322;306,927;-41,7625;1413,55;13,8449;265,145
1387523324;306,908;-41,7042;1413,55;13,9267;265,205
1387523326;306,889;-41,6459;1413,55;14,0085;265,266
1387523328;306,87;-41,5875;1413,55;14,0903;265,326
1387523330;306,85;-41,5292;1413,56;14,172;265,387
1387523332;306,831;-41,4708;1413,56;14,2538;265,447
1387523334;306,812;-41,4124;1413,56;14,3355;265,508
1387523336;306,792;-41,354;1413,56;14,4172;265,568
1387523338;306,773;-41,2956;1413,56;14,4989;265,629
1387523340;306,754;-41,2372;1413,56;14,5805;265,69
1387523342;306,735;-41,1787;1413,57;14,6621;265,751
1387523344;306,715;-41,1203;1413,57;14,7438;265,811
1387523346;306,696;-41,0618;1413,57;14,8254;265,872
1387523348;306,677;-41,0033;1413,57;14,9069;265,933
1387523350;306,657;-40,9448;1413,58;14,9885;265,994
1387523352;306,638;-40,8863;1413,58;15,07;266,055
1387523354;306,619;-40,8278;1413,58;15,1515;266,116
1387523356;306,599;-40,7692;1413,58;15,233;266,178
1387523358;306,58;-40,7107;1413,59;15,3145;266,239
1387523360;306,561;-40,6521;1413,59;15,3959;266,3
1387523362;306,541;-40,5935;1413,59;15,4773;266,361
1387523364;306,522;-40,5349;1413,59;15,5587;266,423
1387523366;306,503;-40,4763;1413,6;15,6401;266,484
1387523368;306,483;-40,4177;1413,6;15,7214;266,546
1387523370;306,464;-40,3591;1413,6;15,8028;266,607
1387523372;306,445;-40,3004;1413,61;15,8841;266,669
1387523374;306,425;-40,2417;1413,61;15,9653;266,73
1387523376;306,406;-40,1831;1413,61;16,0466;266,792
1387523378;306,387;-40,1244;1413,62;16,1278;266,854
1387523380;306,367;-40,0656;1413,62;16,2091;266,916
1387523382;306,348;-40,0069;1413,62;16,2902;266,977
1387523384;306,329;-39,9482;1413,63;16,3714;267,039
1387523386;306,309;-39,8894;1413,63;16,4526;267,101
1387523388;306,29;-39,8306;1413,63;16,5337;267,163
1387523390;306,27;-39,7719;1413,64;16,6148;267,226
1387523392;306,251;-39,7131;1413,64;16,6958;267,288
1387523394;306,231;-39,6542;1413,64;16,7769;267,35
1387523396;306,212;-39,5954;1413,65;16,8579;267,412
1387523398;306,193;-39,5366;1413,65;16,9389;267,475
1387523400;306,173;-39,4777;1413,66;17,0199;267,537
1387523402;306,154;-39,4188;1413,66;17,1008;267,599
1387523404;306,134;-39,3599;1413,66;17,1817;267,662
1387523406;306,115;-39,301;1413,67;17,2626;267,725
1387523408;306,095;-39,2421;1413,67;17,3435;267,787
1387523410;306,076;-39,1832;1413,68;17,4243;267,85
1387523412;306,056;-39,1242;1413,68;17,5052;267,913
1387523414;306,037;-39,0652;1413,69;17,5859;267,975
1387523416;306,017;-39,0063;1413,69;17,6667;268,038
1387523418;305,998;-38,9473;1413,7;17,7475;268,101
1387523420;305,978;-38,8882;1413,7;17,8282;268,164
1387523422;305,959;-38,8292;1413,7;17,9089;268,227
1387523424;305,939;-38,7702;1413,71;17,9895;268,291
1387523426;305,92;-38,7111;1413,71;18,0701;268,354
1387523428;305,9;-38,652;1413,72;18,1508;268,417
1387523430;305,88;-38,5929;1413,72;18,2313;268,48
1387523432;305,861;-38,5338;1413,73;18,3119;268,544
1387523434;305,841;-38,4747;1413,73;18,3924;268,607
1387523436;305,822;-38,4156;1413,74;18,4729;268,671
1387523438;305,802;-38,3564;1413,74;18,5534;268,735
1387523440;305,782;-38,2972;1413,75;18,6338;268,798
1387523442;305,763;-38,2381;1413,76;18,7142;268,862
1387523444;305,743;-38,1789;1413,76;18,7946;268,926
1387523446;305,723;-38,1196;1413,77;18,875;268,99
1387523448;305,704;-38,0604;1413,77;18,9553;269,054
1387523450;305,684;-38,0012;1413,78;19,0356;269,118
1387523452;305,664;-37,9419;1413,78;19,1159;269,182
1387523454;305,645;-37,8826;1413,79;19,1961;269,246
1387523456;305,625;-37,8233;1413,79;19,2763;269,31
1387523458;305,605;-37,764;1413,8;19,3565;269,374
1387523460;305,585;-37,7047;1413,81;19,4367;269,439
1387523462;305,566;-37,6453;1413,81;19,5168;269,503
1387523464;305,546;-37,5859;1413,82;19,5969;269,568
1387523466;305,526;-37,5266;1413,82;19,6769;269,632
1387523468;305,506;-37,4672;1413,83;19,757;269,697
1387523470;305,487;-37,4078;1413,84;19,837;269,762
1387523472;305,467;-37,3483;1413,84;19,917;269,827
1387523474;305,447;-37,2889;1413,85;19,9969;269,892
1387523476;305,427;-37,2294;1413,86;20,0768;269,956
1387523478;305,407;-37,1699;1413,86;20,1567;270,021
1387523480;305,387;-37,1104;1413,87;20,2365;270,087
1387523482;305,367;-37,0509;1413,87;20,3164;270,152
1387523484;305,347;-36,9914;1413,88;20,3961;270,217
1387523486;305,328;-36,9318;1413,89;20,4759;270,282
1387523488;305,308;-36,8723;1413,89;20,5556;270,348
1387523490;305,288;-36,8127;1413,9;20,6353;270,413
1387523492;305,268;-36,7531;1413,91;20,715;270,479
1387523494;305,248;-36,6935;1413,91;20,7946;270,544
1387523496;305,228;-36,6338;1413,92;20,8742;270,61
1387523498;305,208;-36,5742;1413,93;20,9538;270,676
1387523500;305,188;-36,5145;1413,94;21,0333;270,742
1387523502;305,168;-36,4548;1413,94;21,1128;270,808
1387523504;305,148;-36,3951;1413,95;21,1923;270,874
1387523506;305,128;-36,3354;1413,96;21,2717;270,94
1387523508;305,107;-36,2757;1413,96;21,3511;271,006
1387523510;305,087;-36,2159;1413,97;21,4304;271,072
1387523512;305,067;-36,1561;1413,98;21,5098;271,139
1387523514;305,047;-36,0964;1413,99;21,5891;271,205
1387523516;305,027;-36,0365;1413,99;21,6683;271,272
1387523518;305,007;-35,9767;1414;21,7476;271,338
1387523520;304,987;-35,9169;1414,01;21,8268;271,405
1387523522;304,966;-35,857;1414,02;21,9059;271,472
1387523524;304,946;-35,7971;1414,02;21,985;271,539
1387523526;304,926;-35,7372;1414,03;22,0641;271,606
1387523528;304,906;-35,6773;1414,04;22,1432;271,673
1387523530;304,885;-35,6174;1414,05;22,2222;271,74
1387523532;304,865;-35,5574;1414,05;22,3012;271,807
1387523534;304,845;-35,4975;1414,06;22,3801;271,874
1387523536;304,824;-35,4375;1414,07;22,459;271,941
1387523538;304,804;-35,3775;1414,08;22,5379;272,009
1387523540;304,784;-35,3174;1414,09;22,6167;272,076
1387523542;304,763;-35,2574;1414,09;22,6955;272,144
1387523544;304,743;-35,1973;1414,1;22,7743;272,212
1387523546;304,722;-35,1373;1414,11;22,853;272,28
1387523548;304,702;-35,0772;1414,12;22,9317;272,347
1387523550;304,682;-35,017;1414,13;23,0104;272,415
1387523552;304,661;-34,9569;1414,14;23,089;272,483
1387523554;304,641;-34,8967;1414,14;23,1676;272,552
1387523556;304,62;-34,8366;1414,15;23,2461;272,62
1387523558;304,599;-34,7764;1414,16;23,3246;272,688
1387523560;304,579;-34,7162;1414,17;23,4031;272,756
1387523562;304,558;-34,6559;1414,18;23,4815;272,825
1387523564;304,538;-34,5957;1414,19;23,5599;272,894
1387523566;304,517;-34,5354;1414,2;23,6383;272,962
1387523568;304,496;-34,4751;1414,2;23,7166;273,031
1387523570;304,476;-34,4148;1414,21;23,7948;273,1
1387523572;304,455;-34,3545;1414,22;23,8731;273,169
1387523574;304,434;-34,2941;1414,23;23,9513;273,238
1387523576;304,414;-34,2338;1414,24;24,0294;273,307
1387523578;304,393;-34,1734;1414,25;24,1075;273,376
1387523580;304,372;-34,113;1414,26;24,1856;273,446
1387523582;304,351;-34,0526;1414,27;24,2636;273,515
1387523584;304,33;-33,9921;1414,28;24,3416;273,585
1387523586;304,31;-33,9317;1414,29;24,4196;273,654
1387523588;304,289;-33,8712;1414,3;24,4975;273,724
1387523590;304,268;-33,8107;1414,3;24,5754;273,794
1387523592;304,247;-33,7502;1414,31;24,6532;273,864
1387523594;304,226;-33,6896;1414,32;24,731;273,934
1387523596;304,205;-33,629;1414,33;24,8087;274,004
1387523598;304,184;-33,5685;1414,34;24,8864;274,074
1387523600;304,163;-33,5079;1414,35;24,9641;274,144
1387523602;304,142;-33,4472;1414,36;25,0417;274,215
1387523604;304,121;-33,3866;1414,37;25,1193;274,285
1387523606;304,1;-33,3259;1414,38;25,1968;274,356
1387523608;304,079;-33,2652;1414,39;25,2743;274,426
1387523610;304,058;-33,2045;1414,4;25,3518;274,497
1387523612;304,036;-33,1438;1414,41;25,4292;274,568
1387523614;304,015;-33,0831;1414,42;25,5065;274,639
1387523616;303,994;-33,0223;1414,43;25,5839;274,71
1387523618;303,973;-32,9615;1414,44;25,6611;274,781
1387523620;303,952;-32,9007;1414,45;25,7384;274,853
1387523622;303,93;-32,8399;1414,46;25,8156;274,924
1387523624;303,909;-32,779;1414,47;25,8927;274,995
1387523626;303,888;-32,7182;1414,48;25,9698;275,067
1387523628;303,866;-32,6573;1414,49;26,0469;275,139
1387523630;303,845;-32,5963;1414,5;26,1239;275,211
1387523632;303,823;-32,5354;1414,51;26,2008;275,283
1387523634;303,802;-32,4745;1414,52;26,2778;275,355
1387523636;303,781;-32,4135;1414,53;26,3546;275,427
1387523638;303,759;-32,3525;1414,54;26,4315;275,499
1387523640;303,738;-32,2915;1414,55;26,5082;275,571
1387523642;303,716;-32,2304;1414,56;26,585;275,644
1387523644;303,694;-32,1694;1414,57;26,6617;275,716
1387523646;303,673;-32,1083;1414,58;26,7383;275,789
1387523648;303,651;-32,0472;1414,59;26,8149;275,862
1387523650;303,629;-31,986;1414,6;26,8914;275,935
1387523652;303,608;-31,9249;1414,61;26,9679;276,008
1387523654;303,586;-31,8637;1414,62;27,0444;276,081
1387523656;303,564;-31,8025;1414,63;27,1208;276,154
1387523658;303,543;-31,7413;1414,65;27,1972;276,227
1387523660;303,521;-31,6801;1414,66;27,2735;276,301
1387523662;303,499;-31,6188;1414,67;27,3497;276,374
1387523664;303,477;-31,5575;1414,68;27,4259;276,448
1387523666;303,455;-31,4962;1414,69;27,5021;276,522
1387523668;303,433;-31,4349;1414,7;27,5782;276,596
1387523670;303,411;-31,3735;1414,71;27,6543;276,67
1387523672;303,389;-31,3122;1414,72;27,7303;276,744
1387523674;303,367;-31,2508;1414,73;27,8063;276,818
1387523676;303,345;-31,1893;1414,74;27,8822;276,892
1387523678;303,323;-31,1279;1414,75;27,958;276,967
1387523680;303,301;-31,0664;1414,77;28,0339;277,041
1387523682;303,279;-31,0049;1414,78;28,1096;277,116
1387523684;303,257;-30,9434;1414,79;28,1853;277,191
1387523686;303,234;-30,8819;1414,8;28,261;277,266
1387523688;303,212;-30,8203;1414,81;28,3366;277,341
1387523690;303,19;-30,7588;1414,82;28,4122;277,416
1387523692;303,168;-30,6972;1414,83;28,4877;277,491
1387523694;303,145;-30,6355;1414,84;28,5631;277,567
1387523696;303,123;-30,5739;1414,86;28,6385;277,642
1387523698;303,1;-30,5122;1414,87;28,7139;277,718
1387523700;303,078;-30,4505;1414,88;28,7892;277,793
1387523702;303,055;-30,3888;1414,89;28,8644;277,869
1387523704;303,033;-30,327;1414,9;28,9396;277,945
1387523706;303,01;-30,2653;1414,91;29,0147;278,021
1387523708;302,988;-30,2035;1414,92;29,0898;278,098
1387523710;302,965;-30,1416;1414,94;29,1648;278,174
1387523712;302,943;-30,0798;1414,95;29,2398;278,251
1387523714;302,92;-30,0179;1414,96;29,3147;278,327
1387523716;302,897;-29,956;1414,97;29,3896;278,404
1387523718;302,874;-29,8941;1414,98;29,4644;278,481
1387523720;302,852;-29,8322;1414,99;29,5392;278,558
1387523722;302,829;-29,7702;1415,01;29,6139;278,635
1387523724;302,806;-29,7082;1415,02;29,6885;278,712
1387523726;302,783;-29,6462;1415,03;29,7631;278,789
1387523728;302,76;-29,5842;1415,04;29,8376;278,867
1387523730;302,737;-29,5221;1415,05;29,9121;278,945
1387523732;302,714;-29,46;1415,07;29,9865;279,022
1387523734;302,691;-29,3979;1415,08;30,0609;279,1
1387523736;302,668;-29,3358;1415,09;30,1352;279,178
1387523738;302,645;-29,2736;1415,1;30,2094;279,256
1387523740;302,622;-29,2114;1415,11;30,2836;279,335
1387523742;302,599;-29,1492;1415,13;30,3578;279,413
1387523744;302,575;-29,0869;1415,14;30,4318;279,492
1387523746;302,552;-29,0247;1415,15;30,5059;279,57
1387523748;302,529;-28,9624;1415,16;30,5798;279,649
1387523750;302,505;-28,9001;1415,17;30,6537;279,728
1387523752;302,482;-28,8377;1415,19;30,7275;279,807
1387523754;302,459;-28,7753;1415,2;30,8013;279,886
1387523756;302,435;-28,7129;1415,21;30,875;279,965
1387523758;302,412;-28,6505;1415,22;30,9487;280,045
1387523760;302,388;-28,5881;1415,23;31,0223;280,124
1387523762;302,364;-28,5256;1415,25;31,0958;280,204
1387523764;302,341;-28,4631;1415,26;31,1693;280,284
1387523766;302,317;-28,4006;1415,27;31,2427;280,364
1387523768;302,293;-28,338;1415,28;31,3161;280,444
1387523770;302,27;-28,2754;1415,3;31,3894;280,524
1387523772;302,246;-28,2128;1415,31;31,4626;280,605
1387523774;302,222;-28,1502;1415,32;31,5358;280,685
1387523776;302,198;-28,0875;1415,33;31,6089;280,766
1387523778;302,174;-28,0248;1415,35;31,6819;280,847
1387523780;302,15;-27,9621;1415,36;31,7549;280,928
1387523782;302,126;-27,8993;1415,37;31,8278;281,009
1387523784;302,102;-27,8366;1415,38;31,9007;281,09
1387523786;302,078;-27,7738;1415,4;31,9735;281,172
1387523788;302,054;-27,7109;1415,41;32,0462;281,253
1387523790;302,03;-27,6481;1415,42;32,1188;281,335
1387523792;302,006;-27,5852;1415,43;32,1914;281,417
1387523794;301,981;-27,5223;1415,45;32,264;281,499
1387523796;301,957;-27,4593;1415,46;32,3364;281,581
1387523798;301,933;-27,3964;1415,47;32,4088;281,663
1387523800;301,908;-27,3334;1415,49;32,4812;281,745
1387523802;301,884;-27,2703;1415,5;32,5534;281,828
1387523804;301,859;-27,2073;1415,51;32,6256;281,91
1387523806;301,835;-27,1442;1415,52;32,6978;281,993
1387523808;301,81;-27,0811;1415,54;32,7698;282,076
1387523810;301,786;-27,018;1415,55;32,8418;282,159
1387523812;301,761;-26,9548;1415,56;32,9138;282,243
1387523814;301,736;-26,8916;1415,58;32,9856;282,326
1387523816;301,711;-26,8284;1415,59;33,0574;282,41
1387523818;301,687;-26,7651;1415,6;33,1292;282,493
1387523820;301,662;-26,7018;1415,61;33,2008;282,577
1387523822;301,637;-26,6385;1415,63;33,2724;282,661
1387523824;301,612;-26,5752;1415,64;33,3439;282,745
