GLOBALSTAR M078         
время time_t(utc);азимут;угол места;высота(км);широта(град.);долгота(град.)
1387527088;134,818;-43,5175;1421,75;-27,6574;82,272
1387527090;134,789;-43,5739;1421,78;-27,7333;82,3459
1387527092;134,759;-43,6302;1421,81;-27,8091;82,42
1387527094;134,729;-43,6866;1421,84;-27,8849;82,4942
1387527096;134,7;-43,7429;1421,87;-27,9606;82,5685
1387527098;134,67;-43,7992;1421,9;-28,0363;82,643
1387527100;134,64;-43,8555;1421,93;-28,1119;82,7175
1387527102;134,61;-43,9118;1421,95;-28,1875;82,7922
1387527104;134,58;-43,968;1421,98;-28,263;82,8669
1387527106;134,55;-44,0242;1422,01;-28,3385;82,9418
1387527108;134,521;-44,0805;1422,04;-28,4139;83,0168
1387527110;134,491;-44,1367;1422,07;-28,4892;83,092
1387527112;134,461;-44,1929;1422,1;-28,5646;83,1672
1387527114;134,431;-44,249;1422,13;-28,6398;83,2426
1387527116;134,401;-44,3052;1422,16;-28,715;83,3181
1387527118;134,371;-44,3613;1422,19;-28,7902;83,3937
1387527120;134,341;-44,4174;1422,22;-28,8653;83,4694
1387527122;134,311;-44,4735;1422,25;-28,9403;83,5452
1387527124;134,28;-44,5296;1422,28;-29,0153;83,6212
1387527126;134,25;-44,5857;1422,31;-29,0903;83,6973
1387527128;134,22;-44,6418;1422,34;-29,1651;83,7735
1387527130;134,19;-44,6978;1422,37;-29,24;83,8498
1387527132;134,16;-44,7538;1422,4;-29,3148;83,9262
1387527134;134,129;-44,8099;1422,43;-29,3895;84,0028
1387527136;134,099;-44,8659;1422,46;-29,4641;84,0795
1387527138;134,069;-44,9218;1422,49;-29,5388;84,1563
1387527140;134,038;-44,9778;1422,52;-29,6133;84,2333
1387527142;134,008;-45,0337;1422,55;-29,6878;84,3104
1387527144;133,978;-45,0897;1422,58;-29,7623;84,3876
1387527146;133,947;-45,1456;1422,6;-29,8366;84,4649
1387527148;133,917;-45,2015;1422,63;-29,911;84,5423
1387527150;133,886;-45,2574;1422,66;-29,9852;84,6199
1387527152;133,856;-45,3133;1422,69;-30,0595;84,6976
1387527154;133,825;-45,3691;1422,72;-30,1336;84,7754
1387527156;133,794;-45,4249;1422,75;-30,2077;84,8534
1387527158;133,764;-45,4808;1422,78;-30,2818;84,9315
1387527160;133,733;-45,5366;1422,81;-30,3558;85,0097
1387527162;133,702;-45,5924;1422,84;-30,4297;85,0881
1387527164;133,672;-45,6481;1422,87;-30,5036;85,1665
1387527166;133,641;-45,7039;1422,9;-30,5774;85,2451
1387527168;133,61;-45,7596;1422,93;-30,6511;85,3239
1387527170;133,579;-45,8154;1422,96;-30,7248;85,4027
1387527172;133,548;-45,8711;1422,99;-30,7984;85,4818
1387527174;133,517;-45,9268;1423,02;-30,872;85,5609
1387527176;133,486;-45,9824;1423,05;-30,9455;85,6402
1387527178;133,455;-46,0381;1423,08;-31,019;85,7196
1387527180;133,424;-46,0938;1423,11;-31,0924;85,7991
1387527182;133,393;-46,1494;1423,14;-31,1657;85,8788
1387527184;133,362;-46,205;1423,17;-31,239;85,9586
1387527186;133,331;-46,2606;1423,2;-31,3122;86,0385
1387527188;133,3;-46,3162;1423,23;-31,3853;86,1186
1387527190;133,268;-46,3718;1423,26;-31,4584;86,1988
1387527192;133,237;-46,4273;1423,29;-31,5314;86,2792
1387527194;133,206;-46,4829;1423,32;-31,6044;86,3597
1387527196;133,175;-46,5384;1423,35;-31,6773;86,4403
1387527198;133,143;-46,5939;1423,37;-31,7501;86,5211
1387527200;133,112;-46,6494;1423,4;-31,8229;86,602
1387527202;133,08;-46,7049;1423,43;-31,8956;86,683
1387527204;133,049;-46,7603;1423,46;-31,9682;86,7642
1387527206;133,017;-46,8158;1423,49;-32,0408;86,8455
1387527208;132,986;-46,8712;1423,52;-32,1133;86,927
1387527210;132,954;-46,9266;1423,55;-32,1858;87,0086
1387527212;132,922;-46,982;1423,58;-32,2582;87,0903
1387527214;132,891;-47,0374;1423,61;-32,3305;87,1722
1387527216;132,859;-47,0927;1423,64;-32,4027;87,2543
1387527218;132,827;-47,1481;1423,67;-32,4749;87,3365
1387527220;132,795;-47,2034;1423,7;-32,547;87,4188
1387527222;132,764;-47,2587;1423,73;-32,6191;87,5012
1387527224;132,732;-47,3141;1423,76;-32,6911;87,5839
1387527226;132,7;-47,3693;1423,79;-32,763;87,6666
1387527228;132,668;-47,4246;1423,82;-32,8349;87,7495
1387527230;132,636;-47,4799;1423,85;-32,9066;87,8326
1387527232;132,604;-47,5351;1423,88;-32,9784;87,9158
1387527234;132,572;-47,5903;1423,91;-33,05;87,9991
1387527236;132,539;-47,6455;1423,94;-33,1216;88,0826
1387527238;132,507;-47,7007;1423,97;-33,1931;88,1662
1387527240;132,475;-47,7559;1423,99;-33,2646;88,25
1387527242;132,443;-47,8111;1424,02;-33,3359;88,334
1387527244;132,41;-47,8662;1424,05;-33,4072;88,4181
1387527246;132,378;-47,9214;1424,08;-33,4785;88,5023
1387527248;132,346;-47,9765;1424,11;-33,5496;88,5867
1387527250;132,313;-48,0316;1424,14;-33,6207;88,6712
1387527252;132,281;-48,0867;1424,17;-33,6918;88,7559
1387527254;132,248;-48,1417;1424,2;-33,7627;88,8408
1387527256;132,215;-48,1968;1424,23;-33,8336;88,9258
1387527258;132,183;-48,2518;1424,26;-33,9044;89,0109
1387527260;132,15;-48,3069;1424,29;-33,9752;89,0963
1387527262;132,117;-48,3619;1424,32;-34,0458;89,1817
1387527264;132,085;-48,4169;1424,35;-34,1164;89,2673
1387527266;132,052;-48,4718;1424,38;-34,1869;89,3531
1387527268;132,019;-48,5268;1424,41;-34,2574;89,439
1387527270;131,986;-48,5817;1424,43;-34,3278;89,5251
1387527272;131,953;-48,6367;1424,46;-34,3981;89,6114
1387527274;131,92;-48,6916;1424,49;-34,4683;89,6978
1387527276;131,887;-48,7465;1424,52;-34,5384;89,7843
1387527278;131,854;-48,8014;1424,55;-34,6085;89,8711
1387527280;131,821;-48,8562;1424,58;-34,6785;89,9579
1387527282;131,788;-48,9111;1424,61;-34,7484;90,045
1387527284;131,754;-48,9659;1424,64;-34,8183;90,1322
1387527286;131,721;-49,0207;1424,67;-34,8881;90,2195
1387527288;131,688;-49,0755;1424,7;-34,9578;90,307
1387527290;131,654;-49,1303;1424,73;-35,0274;90,3947
1387527292;131,621;-49,1851;1424,75;-35,0969;90,4826
1387527294;131,587;-49,2399;1424,78;-35,1664;90,5706
1387527296;131,554;-49,2946;1424,81;-35,2358;90,6588
1387527298;131,52;-49,3493;1424,84;-35,3051;90,7471
1387527300;131,486;-49,404;1424,87;-35,3744;90,8356
1387527302;131,453;-49,4587;1424,9;-35,4435;90,9243
1387527304;131,419;-49,5134;1424,93;-35,5126;91,0131
1387527306;131,385;-49,5681;1424,96;-35,5816;91,1021
1387527308;131,351;-49,6227;1424,99;-35,6505;91,1912
1387527310;131,317;-49,6774;1425,02;-35,7193;91,2806
1387527312;131,283;-49,732;1425,04;-35,7881;91,3701
1387527314;131,249;-49,7866;1425,07;-35,8568;91,4597
1387527316;131,215;-49,8412;1425,1;-35,9254;91,5496
1387527318;131,181;-49,8957;1425,13;-35,9939;91,6396
1387527320;131,147;-49,9503;1425,16;-36,0623;91,7297
1387527322;131,113;-50,0048;1425,19;-36,1307;91,8201
1387527324;131,078;-50,0593;1425,22;-36,1989;91,9106
1387527326;131,044;-50,1139;1425,24;-36,2671;92,0013
1387527328;131,009;-50,1683;1425,27;-36,3352;92,0921
1387527330;130,975;-50,2228;1425,3;-36,4033;92,1832
1387527332;130,94;-50,2773;1425,33;-36,4712;92,2744
1387527334;130,906;-50,3317;1425,36;-36,5391;92,3657
1387527336;130,871;-50,3862;1425,39;-36,6068;92,4573
1387527338;130,836;-50,4406;1425,42;-36,6745;92,549
1387527340;130,802;-50,495;1425,44;-36,7421;92,6409
1387527342;130,767;-50,5493;1425,47;-36,8096;92,733
1387527344;130,732;-50,6037;1425,5;-36,8771;92,8252
1387527346;130,697;-50,6581;1425,53;-36,9444;92,9176
1387527348;130,662;-50,7124;1425,56;-37,0117;93,0102
1387527350;130,627;-50,7667;1425,59;-37,0788;93,103
1387527352;130,592;-50,821;1425,62;-37,1459;93,196
1387527354;130,557;-50,8753;1425,64;-37,2129;93,2891
1387527356;130,522;-50,9296;1425,67;-37,2798;93,3824
1387527358;130,486;-50,9838;1425,7;-37,3466;93,4759
1387527360;130,451;-51,0381;1425,73;-37,4134;93,5696
1387527362;130,415;-51,0923;1425,76;-37,48;93,6634
1387527364;130,38;-51,1465;1425,78;-37,5466;93,7575
1387527366;130,344;-51,2007;1425,81;-37,613;93,8517
1387527368;130,309;-51,2548;1425,84;-37,6794;93,9461
1387527370;130,273;-51,309;1425,87;-37,7457;94,0406
1387527372;130,237;-51,3632;1425,9;-37,8119;94,1354
1387527374;130,202;-51,4173;1425,92;-37,878;94,2304
1387527376;130,166;-51,4714;1425,95;-37,944;94,3255
1387527378;130,13;-51,5255;1425,98;-38,0099;94,4208
1387527380;130,094;-51,5796;1426,01;-38,0757;94,5163
1387527382;130,058;-51,6336;1426,04;-38,1414;94,612
1387527384;130,022;-51,6877;1426,06;-38,2071;94,7079
1387527386;129,986;-51,7417;1426,09;-38,2726;94,8039
1387527388;129,949;-51,7957;1426,12;-38,3381;94,9002
1387527390;129,913;-51,8497;1426,15;-38,4034;94,9966
1387527392;129,877;-51,9037;1426,17;-38,4687;95,0932
1387527394;129,84;-51,9577;1426,2;-38,5339;95,19
1387527396;129,804;-52,0116;1426,23;-38,5989;95,287
1387527398;129,767;-52,0655;1426,26;-38,6639;95,3842
1387527400;129,731;-52,1195;1426,29;-38,7288;95,4816
1387527402;129,694;-52,1734;1426,31;-38,7936;95,5792
1387527404;129,657;-52,2272;1426,34;-38,8583;95,6769
1387527406;129,62;-52,2811;1426,37;-38,9229;95,7749
1387527408;129,583;-52,335;1426,39;-38,9874;95,873
1387527410;129,546;-52,3888;1426,42;-39,0518;95,9714
1387527412;129,509;-52,4426;1426,45;-39,1161;96,0699
1387527414;129,472;-52,4964;1426,48;-39,1803;96,1686
1387527416;129,435;-52,5502;1426,5;-39,2444;96,2675
1387527418;129,398;-52,604;1426,53;-39,3083;96,3666
1387527420;129,36;-52,6577;1426,56;-39,3722;96,4659
1387527422;129,323;-52,7115;1426,59;-39,436;96,5655
1387527424;129,286;-52,7652;1426,61;-39,4997;96,6652
1387527426;129,248;-52,8189;1426,64;-39,5633;96,765
1387527428;129,21;-52,8726;1426,67;-39,6268;96,8651
1387527430;129,173;-52,9263;1426,69;-39,6902;96,9654
1387527432;129,135;-52,9799;1426,72;-39,7535;97,0659
1387527434;129,097;-53,0335;1426,75;-39,8167;97,1666
1387527436;129,059;-53,0872;1426,77;-39,8798;97,2675
1387527438;129,021;-53,1408;1426,8;-39,9428;97,3686
1387527440;128,983;-53,1944;1426,83;-40,0056;97,4699
1387527442;128,945;-53,2479;1426,85;-40,0684;97,5714
1387527444;128,907;-53,3015;1426,88;-40,1311;97,6731
1387527446;128,868;-53,355;1426,91;-40,1936;97,7749
1387527448;128,83;-53,4086;1426,93;-40,2561;97,877
1387527450;128,792;-53,4621;1426,96;-40,3185;97,9793
1387527452;128,753;-53,5156;1426,99;-40,3807;98,0818
1387527454;128,715;-53,569;1427,01;-40,4428;98,1845
1387527456;128,676;-53,6225;1427,04;-40,5049;98,2874
1387527458;128,637;-53,6759;1427,07;-40,5668;98,3905
1387527460;128,598;-53,7293;1427,09;-40,6286;98,4939
1387527462;128,559;-53,7827;1427,12;-40,6903;98,5974
1387527464;128,52;-53,8361;1427,15;-40,7519;98,7011
1387527466;128,481;-53,8895;1427,17;-40,8134;98,805
1387527468;128,442;-53,9429;1427,2;-40,8748;98,9092
1387527470;128,403;-53,9962;1427,22;-40,936;99,0135
1387527472;128,364;-54,0495;1427,25;-40,9972;99,1181
1387527474;128,324;-54,1028;1427,28;-41,0582;99,2228
1387527476;128,285;-54,1561;1427,3;-41,1191;99,3278
1387527478;128,245;-54,2094;1427,33;-41,18;99,433
1387527480;128,206;-54,2626;1427,35;-41,2407;99,5384
1387527482;128,166;-54,3159;1427,38;-41,3013;99,644
1387527484;128,126;-54,3691;1427,41;-41,3617;99,7498
1387527486;128,086;-54,4223;1427,43;-41,4221;99,8558
1387527488;128,046;-54,4755;1427,46;-41,4824;99,962
1387527490;128,006;-54,5286;1427,48;-41,5425;100,068
1387527492;127,966;-54,5818;1427,51;-41,6025;100,175
1387527494;127,926;-54,6349;1427,53;-41,6624;100,282
1387527496;127,885;-54,688;1427,56;-41,7222;100,389
1387527498;127,845;-54,7411;1427,58;-41,7819;100,496
1387527500;127,805;-54,7942;1427,61;-41,8414;100,604
1387527502;127,764;-54,8473;1427,63;-41,9009;100,712
1387527504;127,723;-54,9003;1427,66;-41,9602;100,82
1387527506;127,683;-54,9533;1427,69;-42,0194;100,928
1387527508;127,642;-55,0063;1427,71;-42,0785;101,036
1387527510;127,601;-55,0593;1427,74;-42,1374;101,145
1387527512;127,56;-55,1123;1427,76;-42,1963;101,253
1387527514;127,519;-55,1653;1427,79;-42,255;101,362
1387527516;127,477;-55,2182;1427,81;-42,3136;101,472
1387527518;127,436;-55,2711;1427,84;-42,3721;101,581
1387527520;127,395;-55,324;1427,86;-42,4304;101,691
1387527522;127,353;-55,3769;1427,89;-42,4887;101,801
1387527524;127,312;-55,4298;1427,91;-42,5468;101,911
1387527526;127,27;-55,4826;1427,93;-42,6048;102,021
1387527528;127,228;-55,5355;1427,96;-42,6626;102,132
1387527530;127,187;-55,5883;1427,98;-42,7204;102,242
1387527532;127,145;-55,6411;1428,01;-42,778;102,353
1387527534;127,103;-55,6939;1428,03;-42,8355;102,465
1387527536;127,06;-55,7466;1428,06;-42,8929;102,576
1387527538;127,018;-55,7994;1428,08;-42,9501;102,688
1387527540;126,976;-55,8521;1428,11;-43,0072;102,8
1387527542;126,933;-55,9048;1428,13;-43,0642;102,912
1387527544;126,891;-55,9575;1428,15;-43,1211;103,024
1387527546;126,848;-56,0101;1428,18;-43,1778;103,136
1387527548;126,806;-56,0628;1428,2;-43,2344;103,249
1387527550;126,763;-56,1154;1428,23;-43,2909;103,362
1387527552;126,72;-56,168;1428,25;-43,3472;103,475
1387527554;126,677;-56,2206;1428,27;-43,4034;103,589
1387527556;126,634;-56,2732;1428,3;-43,4595;103,703
1387527558;126,591;-56,3258;1428,32;-43,5155;103,816
1387527560;126,547;-56,3783;1428,35;-43,5713;103,931
1387527562;126,504;-56,4308;1428,37;-43,627;104,045
1387527564;126,46;-56,4833;1428,39;-43,6825;104,159
1387527566;126,417;-56,5358;1428,42;-43,738;104,274
1387527568;126,373;-56,5883;1428,44;-43,7933;104,389
1387527570;126,329;-56,6407;1428,46;-43,8484;104,504
1387527572;126,285;-56,6932;1428,49;-43,9035;104,62
1387527574;126,241;-56,7456;1428,51;-43,9583;104,736
1387527576;126,197;-56,798;1428,53;-44,0131;104,852
1387527578;126,153;-56,8503;1428,56;-44,0677;104,968
1387527580;126,109;-56,9027;1428,58;-44,1222;105,084
1387527582;126,064;-56,955;1428,6;-44,1765;105,201
1387527584;126,02;-57,0074;1428,63;-44,2308;105,317
1387527586;125,975;-57,0596;1428,65;-44,2848;105,435
1387527588;125,93;-57,1119;1428,67;-44,3388;105,552
1387527590;125,885;-57,1642;1428,69;-44,3926;105,669
1387527592;125,84;-57,2164;1428,72;-44,4462;105,787
1387527594;125,795;-57,2686;1428,74;-44,4997;105,905
1387527596;125,75;-57,3208;1428,76;-44,5531;106,023
1387527598;125,705;-57,373;1428,79;-44,6063;106,142
1387527600;125,659;-57,4252;1428,81;-44,6594;106,26
1387527602;125,614;-57,4773;1428,83;-44,7124;106,379
1387527604;125,568;-57,5294;1428,85;-44,7652;106,498
1387527606;125,522;-57,5816;1428,88;-44,8179;106,618
1387527608;125,476;-57,6336;1428,9;-44,8704;106,737
1387527610;125,43;-57,6857;1428,92;-44,9228;106,857
1387527612;125,384;-57,7377;1428,94;-44,975;106,977
1387527614;125,338;-57,7898;1428,96;-45,0271;107,098
1387527616;125,292;-57,8418;1428,99;-45,079;107,218
1387527618;125,245;-57,8938;1429,01;-45,1308;107,339
1387527620;125,199;-57,9457;1429,03;-45,1825;107,46
1387527622;125,152;-57,9977;1429,05;-45,234;107,581
1387527624;125,105;-58,0496;1429,07;-45,2853;107,703
1387527626;125,058;-58,1015;1429,09;-45,3365;107,824
1387527628;125,011;-58,1534;1429,12;-45,3876;107,946
1387527630;124,964;-58,2052;1429,14;-45,4385;108,068
1387527632;124,917;-58,2571;1429,16;-45,4893;108,191
1387527634;124,869;-58,3089;1429,18;-45,5399;108,313
1387527636;124,822;-58,3607;1429,2;-45,5903;108,436
1387527638;124,774;-58,4125;1429,22;-45,6406;108,559
1387527640;124,727;-58,4642;1429,24;-45,6908;108,683
1387527642;124,679;-58,516;1429,27;-45,7408;108,806
1387527644;124,631;-58,5677;1429,29;-45,7907;108,93
1387527646;124,582;-58,6194;1429,31;-45,8404;109,054
1387527648;124,534;-58,6711;1429,33;-45,8899;109,178
1387527650;124,486;-58,7227;1429,35;-45,9393;109,303
1387527652;124,437;-58,7744;1429,37;-45,9885;109,428
1387527654;124,389;-58,826;1429,39;-46,0376;109,553
1387527656;124,34;-58,8776;1429,41;-46,0865;109,678
1387527658;124,291;-58,9292;1429,43;-46,1353;109,803
1387527660;124,242;-58,9807;1429,45;-46,1839;109,929
1387527662;124,193;-59,0322;1429,47;-46,2324;110,055
1387527664;124,143;-59,0838;1429,49;-46,2807;110,181
1387527666;124,094;-59,1352;1429,51;-46,3288;110,307
1387527668;124,044;-59,1867;1429,53;-46,3768;110,434
1387527670;123,995;-59,2382;1429,55;-46,4246;110,561
1387527672;123,945;-59,2896;1429,57;-46,4722;110,688
1387527674;123,895;-59,341;1429,59;-46,5197;110,815
1387527676;123,845;-59,3924;1429,61;-46,5671;110,943
1387527678;123,795;-59,4437;1429,63;-46,6143;111,071
1387527680;123,744;-59,4951;1429,65;-46,6613;111,199
1387527682;123,694;-59,5464;1429,67;-46,7081;111,327
1387527684;123,643;-59,5977;1429,69;-46,7548;111,456
1387527686;123,592;-59,6489;1429,71;-46,8013;111,584
1387527688;123,541;-59,7002;1429,73;-46,8477;111,713
1387527690;123,49;-59,7514;1429,75;-46,8939;111,843
1387527692;123,439;-59,8026;1429,77;-46,9399;111,972
1387527694;123,388;-59,8538;1429,79;-46,9857;112,102
1387527696;123,336;-59,905;1429,81;-47,0314;112,232
1387527698;123,285;-59,9561;1429,83;-47,0769;112,362
1387527700;123,233;-60,0072;1429,85;-47,1223;112,492
1387527702;123,181;-60,0583;1429,87;-47,1675;112,623
1387527704;123,129;-60,1094;1429,89;-47,2125;112,754
1387527706;123,077;-60,1604;1429,9;-47,2574;112,885
1387527708;123,024;-60,2114;1429,92;-47,302;113,016
1387527710;122,972;-60,2625;1429,94;-47,3465;113,148
1387527712;122,919;-60,3134;1429,96;-47,3909;113,279
1387527714;122,867;-60,3644;1429,98;-47,435;113,412
1387527716;122,814;-60,4153;1430;-47,479;113,544
1387527718;122,76;-60,4662;1430,02;-47,5229;113,676
1387527720;122,707;-60,5171;1430,03;-47,5665;113,809
1387527722;122,654;-60,568;1430,05;-47,61;113,942
1387527724;122,6;-60,6188;1430,07;-47,6533;114,075
1387527726;122,547;-60,6696;1430,09;-47,6964;114,209
1387527728;122,493;-60,7204;1430,11;-47,7393;114,342
1387527730;122,439;-60,7712;1430,12;-47,7821;114,476
1387527732;122,385;-60,8219;1430,14;-47,8247;114,61
1387527734;122,33;-60,8726;1430,16;-47,8671;114,745
1387527736;122,276;-60,9233;1430,18;-47,9094;114,879
1387527738;122,221;-60,974;1430,2;-47,9514;115,014
1387527740;122,167;-61,0247;1430,21;-47,9933;115,149
1387527742;122,112;-61,0753;1430,23;-48,035;115,285
1387527744;122,056;-61,1259;1430,25;-48,0765;115,42
1387527746;122,001;-61,1764;1430,27;-48,1179;115,556
1387527748;121,946;-61,227;1430,28;-48,159;115,692
1387527750;121,89;-61,2775;1430,3;-48,2;115,828
1387527752;121,834;-61,328;1430,32;-48,2408;115,965
1387527754;121,779;-61,3785;1430,33;-48,2814;116,101
1387527756;121,722;-61,4289;1430,35;-48,3219;116,238
1387527758;121,666;-61,4794;1430,37;-48,3621;116,375
1387527760;121,61;-61,5298;1430,38;-48,4022;116,513
1387527762;121,553;-61,5801;1430,4;-48,4421;116,65
1387527764;121,497;-61,6305;1430,42;-48,4818;116,788
1387527766;121,44;-61,6808;1430,43;-48,5213;116,926
1387527768;121,383;-61,7311;1430,45;-48,5606;117,064
1387527770;121,325;-61,7814;1430,47;-48,5997;117,203
1387527772;121,268;-61,8316;1430,48;-48,6387;117,342
1387527774;121,21;-61,8819;1430,5;-48,6774;117,481
1387527776;121,153;-61,932;1430,51;-48,716;117,62
1387527778;121,095;-61,9822;1430,53;-48,7544;117,759
1387527780;121,036;-62,0324;1430,55;-48,7926;117,899
1387527782;120,978;-62,0825;1430,56;-48,8306;118,039
1387527784;120,92;-62,1326;1430,58;-48,8684;118,179
1387527786;120,861;-62,1826;1430,59;-48,906;118,319
1387527788;120,802;-62,2327;1430,61;-48,9434;118,46
1387527790;120,743;-62,2827;1430,62;-48,9807;118,6
1387527792;120,684;-62,3327;1430,64;-49,0177;118,741
1387527794;120,625;-62,3826;1430,66;-49,0545;118,882
1387527796;120,565;-62,4325;1430,67;-49,0912;119,024
1387527798;120,505;-62,4824;1430,69;-49,1277;119,165
1387527800;120,446;-62,5323;1430,7;-49,1639;119,307
1387527802;120,385;-62,5822;1430,72;-49,2;119,449
1387527804;120,325;-62,632;1430,73;-49,2359;119,592
1387527806;120,265;-62,6818;1430,75;-49,2715;119,734
1387527808;120,204;-62,7315;1430,76;-49,307;119,877
1387527810;120,143;-62,7813;1430,77;-49,3423;120,02
1387527812;120,082;-62,831;1430,79;-49,3774;120,163
1387527814;120,021;-62,8807;1430,8;-49,4123;120,306
1387527816;119,959;-62,9303;1430,82;-49,447;120,45
1387527818;119,898;-62,98;1430,83;-49,4814;120,594
1387527820;119,836;-63,0296;1430,85;-49,5157;120,738
1387527822;119,774;-63,0791;1430,86;-49,5498;120,882
1387527824;119,712;-63,1287;1430,87;-49,5837;121,026
1387527826;119,649;-63,1782;1430,89;-49,6174;121,171
1387527828;119,587;-63,2277;1430,9;-49,6509;121,316
1387527830;119,524;-63,2771;1430,92;-49,6841;121,461
1387527832;119,461;-63,3265;1430,93;-49,7172;121,606
1387527834;119,398;-63,3759;1430,94;-49,7501;121,752
1387527836;119,335;-63,4253;1430,96;-49,7828;121,897
1387527838;119,271;-63,4746;1430,97;-49,8152;122,043
1387527840;119,207;-63,5239;1430,98;-49,8475;122,189
1387527842;119,143;-63,5732;1431;-49,8795;122,336
1387527844;119,079;-63,6225;1431,01;-49,9114;122,482
1387527846;119,014;-63,6717;1431,02;-49,943;122,629
1387527848;118,95;-63,7209;1431,04;-49,9744;122,776
1387527850;118,885;-63,77;1431,05;-50,0056;122,923
1387527852;118,82;-63,8191;1431,06;-50,0367;123,07
1387527854;118,755;-63,8682;1431,07;-50,0675;123,218
1387527856;118,689;-63,9173;1431,09;-50,0981;123,365
1387527858;118,624;-63,9663;1431,1;-50,1284;123,513
1387527860;118,558;-64,0153;1431,11;-50,1586;123,661
1387527862;118,492;-64,0643;1431,12;-50,1886;123,81
1387527864;118,425;-64,1132;1431,14;-50,2183;123,958
1387527866;118,359;-64,1622;1431,15;-50,2479;124,107
1387527868;118,292;-64,211;1431,16;-50,2772;124,256
1387527870;118,225;-64,2599;1431,17;-50,3063;124,405
1387527872;118,158;-64,3087;1431,19;-50,3352;124,554
1387527874;118,09;-64,3575;1431,2;-50,3639;124,703
1387527876;118,023;-64,4062;1431,21;-50,3924;124,853
1387527878;117,955;-64,4549;1431,22;-50,4206;125,003
1387527880;117,887;-64,5036;1431,23;-50,4487;125,153
1387527882;117,818;-64,5523;1431,24;-50,4765;125,303
1387527884;117,75;-64,6009;1431,26;-50,5041;125,453
1387527886;117,681;-64,6495;1431,27;-50,5315;125,604
1387527888;117,612;-64,698;1431,28;-50,5587;125,755
1387527890;117,543;-64,7466;1431,29;-50,5857;125,906
1387527892;117,473;-64,795;1431,3;-50,6124;126,057
1387527894;117,403;-64,8435;1431,31;-50,6389;126,208
1387527896;117,333;-64,8919;1431,32;-50,6652;126,36
1387527898;117,263;-64,9403;1431,33;-50,6913;126,511
1387527900;117,193;-64,9886;1431,34;-50,7172;126,663
1387527902;117,122;-65,037;1431,35;-50,7428;126,815
1387527904;117,051;-65,0852;1431,36;-50,7683;126,967
1387527906;116,98;-65,1335;1431,37;-50,7935;127,12
1387527908;116,909;-65,1817;1431,38;-50,8185;127,272
1387527910;116,837;-65,2299;1431,39;-50,8432;127,425
1387527912;116,765;-65,278;1431,4;-50,8678;127,578
1387527914;116,693;-65,3261;1431,41;-50,8921;127,731
1387527916;116,62;-65,3742;1431,42;-50,9162;127,884
1387527918;116,548;-65,4223;1431,43;-50,9401;128,037
1387527920;116,475;-65,4703;1431,44;-50,9637;128,191
1387527922;116,402;-65,5182;1431,45;-50,9871;128,344
1387527924;116,328;-65,5661;1431,46;-51,0103;128,498
1387527926;116,255;-65,614;1431,47;-51,0333;128,652
1387527928;116,181;-65,6619;1431,48;-51,0561;128,807
1387527930;116,107;-65,7097;1431,49;-51,0786;128,961
1387527932;116,032;-65,7575;1431,5;-51,1009;129,115
1387527934;115,957;-65,8053;1431,51;-51,123;129,27
1387527936;115,882;-65,853;1431,52;-51,1448;129,425
1387527938;115,807;-65,9006;1431,53;-51,1664;129,58
1387527940;115,732;-65,9483;1431,54;-51,1878;129,735
1387527942;115,656;-65,9959;1431,55;-51,209;129,89
1387527944;115,58;-66,0434;1431,55;-51,2299;130,045
1387527946;115,504;-66,0909;1431,56;-51,2506;130,201
1387527948;115,427;-66,1384;1431,57;-51,2711;130,357
1387527950;115,35;-66,1859;1431,58;-51,2913;130,513
1387527952;115,273;-66,2333;1431,59;-51,3113;130,669
1387527954;115,196;-66,2806;1431,6;-51,3311;130,825
1387527956;115,118;-66,328;1431,6;-51,3507;130,981
1387527958;115,04;-66,3753;1431,61;-51,37;131,137
1387527960;114,962;-66,4225;1431,62;-51,3891;131,294
1387527962;114,883;-66,4697;1431,63;-51,4079;131,451
1387527964;114,805;-66,5169;1431,63;-51,4265;131,607
1387527966;114,726;-66,564;1431,64;-51,4449;131,764
1387527968;114,646;-66,6111;1431,65;-51,4631;131,921
1387527970;114,567;-66,6581;1431,66;-51,481;132,079
1387527972;114,487;-66,7052;1431,66;-51,4987;132,236
1387527974;114,406;-66,7521;1431,67;-51,5162;132,393
1387527976;114,326;-66,799;1431,68;-51,5334;132,551
1387527978;114,245;-66,8459;1431,69;-51,5504;132,709
1387527980;114,164;-66,8928;1431,69;-51,5671;132,867
1387527982;114,083;-66,9396;1431,7;-51,5837;133,025
1387527984;114,001;-66,9863;1431,71;-51,5999;133,183
1387527986;113,919;-67,033;1431,71;-51,616;133,341
1387527988;113,837;-67,0797;1431,72;-51,6318;133,499
1387527990;113,754;-67,1263;1431,73;-51,6474;133,658
1387527992;113,671;-67,1729;1431,73;-51,6627;133,816
1387527994;113,588;-67,2195;1431,74;-51,6778;133,975
1387527996;113,504;-67,266;1431,74;-51,6927;134,134
1387527998;113,421;-67,3124;1431,75;-51,7073;134,292
1387528000;113,337;-67,3588;1431,76;-51,7217;134,451
1387528002;113,252;-67,4052;1431,76;-51,7359;134,611
1387528004;113,167;-67,4515;1431,77;-51,7498;134,77
1387528006;113,082;-67,4978;1431,77;-51,7634;134,929
1387528008;112,997;-67,544;1431,78;-51,7769;135,088
1387528010;112,911;-67,5902;1431,78;-51,7901;135,248
